#2020/06 Number Pass = 149 (98.6755%)
                               file                  time    pass    total5   exptime
            FUV20200513_223357.fits   2020/05/13T22:33:57       1        34      0.13
            FUV20200513_223419.fits   2020/05/13T22:34:19       1        72      1.03
            FUV20200513_223434.fits   2020/05/13T22:34:34       1        99      5.02
            FUV20200513_223542.fits   2020/05/13T22:35:42       1        30     30.02
            FUV20200513_223857.fits   2020/05/13T22:38:57       1        86      0.13
            FUV20200513_223916.fits   2020/05/13T22:39:16       1       101      1.02
            FUV20200513_223933.fits   2020/05/13T22:39:33       1       111      5.02
            FUV20200513_224041.fits   2020/05/13T22:40:41       1        85     30.02
            FUV20200513_224358.fits   2020/05/13T22:43:58       1        61      0.13
            FUV20200513_224416.fits   2020/05/13T22:44:16       1       143      1.02
            FUV20200513_224434.fits   2020/05/13T22:44:34       1        83      5.02
            FUV20200513_224542.fits   2020/05/13T22:45:42       1        59     30.02
            FUV20200513_224850.fits   2020/05/13T22:48:50       1        32      0.13
            FUV20200513_224917.fits   2020/05/13T22:49:17       1       120      1.02
            FUV20200513_224934.fits   2020/05/13T22:49:34       1       124      5.02
            FUV20200513_225041.fits   2020/05/13T22:50:41       1        56     30.02
            FUV20200513_225359.fits   2020/05/13T22:53:59       1        37      0.13
            FUV20200513_225417.fits   2020/05/13T22:54:17       1        85      1.02
            FUV20200513_225437.fits   2020/05/13T22:54:37       1       121      5.02
            FUV20200513_225542.fits   2020/05/13T22:55:42       1        68     30.02
            FUV20200513_225851.fits   2020/05/13T22:58:51       1        19      0.14
            FUV20200513_225916.fits   2020/05/13T22:59:16       1        74      1.02
            FUV20200513_225934.fits   2020/05/13T22:59:34       1        72      5.02
            FUV20200513_230041.fits   2020/05/13T23:00:41       1        62     30.02
            FUV20200513_230357.fits   2020/05/13T23:03:57       1         4      0.13
            FUV20200513_230416.fits   2020/05/13T23:04:16       1        16      1.02
            FUV20200513_230434.fits   2020/05/13T23:04:34       1        59      5.02
            FUV20200513_230541.fits   2020/05/13T23:05:41       1        75     30.02
            FUV20200513_230857.fits   2020/05/13T23:08:57       1         9      0.13
            FUV20200513_230918.fits   2020/05/13T23:09:18       1        71      1.02
            FUV20200513_230933.fits   2020/05/13T23:09:33       1        61      5.02
            FUV20200513_231041.fits   2020/05/13T23:10:41       1        60     30.02
            FUV20200513_231358.fits   2020/05/13T23:13:58       1        10      0.13
            FUV20200513_231415.fits   2020/05/13T23:14:15       0        19      1.02
            FUV20200513_231434.fits   2020/05/13T23:14:34       1        55      5.02
            FUV20200513_231541.fits   2020/05/13T23:15:41       1        66     30.02
            FUV20200513_231858.fits   2020/05/13T23:18:58       1        23      0.13
            FUV20200513_231915.fits   2020/05/13T23:19:15       1       113      1.02
            FUV20200513_231934.fits   2020/05/13T23:19:34       1        69      5.02
            FUV20200513_232041.fits   2020/05/13T23:20:41       1        42     30.02
            FUV20200513_232358.fits   2020/05/13T23:23:58       1        53      0.13
            FUV20200513_232416.fits   2020/05/13T23:24:16       1       133      1.02
            FUV20200513_232434.fits   2020/05/13T23:24:34       1        72      5.02
            FUV20200513_232541.fits   2020/05/13T23:25:41       1        64     30.02
            FUV20200513_232858.fits   2020/05/13T23:28:58       1        31      0.13
            FUV20200513_232919.fits   2020/05/13T23:29:19       1       102      1.03
            FUV20200513_232934.fits   2020/05/13T23:29:34       1        98      5.02
            FUV20200513_233041.fits   2020/05/13T23:30:41       1        46     30.02
            FUV20200513_233357.fits   2020/05/13T23:33:57       1        24      0.13
            FUV20200513_233416.fits   2020/05/13T23:34:16       1       188      1.02
            FUV20200513_233434.fits   2020/05/13T23:34:34       1        96      5.02
            FUV20200513_233541.fits   2020/05/13T23:35:41       1        58     30.02
            FUV20200513_233852.fits   2020/05/13T23:38:52       1        64      0.13
            FUV20200513_233915.fits   2020/05/13T23:39:15       1       124      1.02
            FUV20200513_233934.fits   2020/05/13T23:39:34       1        94      5.02
            FUV20200513_234041.fits   2020/05/13T23:40:41       1        77     30.02
            FUV20200513_234353.fits   2020/05/13T23:43:53       1        16      0.16
            FUV20200513_234418.fits   2020/05/13T23:44:18       1       116      1.02
            FUV20200513_234436.fits   2020/05/13T23:44:36       1        94      5.02
            FUV20200513_234541.fits   2020/05/13T23:45:41       1        47     30.02
            FUV20200513_234858.fits   2020/05/13T23:48:58       1         9      0.14
            FUV20200513_234915.fits   2020/05/13T23:49:15       1        56      1.02
            FUV20200513_234934.fits   2020/05/13T23:49:34       1        60      5.02
            FUV20200513_235041.fits   2020/05/13T23:50:41       1        72     30.02
            FUV20200513_235357.fits   2020/05/13T23:53:57       1        37      0.13
            FUV20200513_235415.fits   2020/05/13T23:54:15       1        22      1.02
            FUV20200513_235433.fits   2020/05/13T23:54:33       1        50      5.02
            FUV20200513_235541.fits   2020/05/13T23:55:41       1        73     30.02
            FUV20200513_235856.fits   2020/05/13T23:58:56       1       112      0.13
            FUV20200513_235915.fits   2020/05/13T23:59:15       0       276      1.02
            FUV20200513_235933.fits   2020/05/13T23:59:33       1       159      5.02
            FUV20200514_000041.fits   2020/05/14T00:00:41       1        55     30.02
            FUV20200514_000357.fits   2020/05/14T00:03:57       1        12      0.13
            FUV20200514_000416.fits   2020/05/14T00:04:16       1        34      1.02
            FUV20200514_000434.fits   2020/05/14T00:04:34       1        76      5.02
